Date,Open,High,Low,Close,Volume
2022-12-14,8.8725,8.8725,8.4875,8.4875,2212
2022-12-15,8.51,8.51,8.225,8.225,7300
2022-12-16,8.1775,8.1775,7.8575,7.8575,4835
2022-12-19,7.41,7.41,7.41,7.41,0
2022-12-20,7.3725,7.3825,7.3725,7.3825,14679
2022-12-21,7.4925,7.4925,7.3,7.3,16285
2022-12-22,7.4525,7.4525,7.2875,7.2875,15617
2022-12-23,7.345,7.3925,7.345,7.3925,16
2022-12-28,7.3675,7.3675,7.315,7.315,17626
2022-12-29,7.42,7.42,7.42,7.42,0
2022-12-30,7.6925,7.6925,7.6925,7.6925,0
2023-01-03,7.805,7.81,7.805,7.81,17626
2023-01-04,7.735,7.735,7.4525,7.4525,36962
2023-01-05,7.705,7.705,7.5,7.5,10741
2023-01-06,7.53,7.53,7.3525,7.3525,10896
2023-01-09,7.635,7.8825,7.635,7.8825,21563
2023-01-10,7.725,7.725,7.6675,7.6675,512
2023-01-11,7.6675,7.6675,7.54,7.54,27707
2023-01-12,7.445,7.445,7.3525,7.3525,5591
2023-01-13,7.3725,7.8,7.3725,7.8,19323
2023-01-16,7.7725,7.7725,7.7725,7.7725,0
2023-01-17,7.7,7.7,7.7,7.7,0
2023-01-18,7.745,7.84,7.745,7.84,17044
2023-01-19,7.8,7.8,7.64,7.64,39649
2023-01-20,7.7675,7.945,7.7675,7.945,13901
2023-01-23,7.9875,7.9875,7.9875,7.9875,0
2023-01-24,8.1,8.42,8.1,8.42,89425
2023-01-25,8.6525,8.6525,8.2,8.2,22693
2023-01-26,8.8,8.8,8.8,8.8,0
2023-01-27,8.8,9.24,8.8,9.24,16164
2023-01-30,9.025,9.025,9.025,9.025,0
2023-01-31,8.72,8.81,8.72,8.81,10949
2023-02-01,8.945,9.4,8.945,9.4,8537
2023-02-02,9.51,9.555,9.51,9.555,4296
2023-02-03,9.445,9.7175,9.445,9.7175,51758
2023-02-06,9.585,9.6775,9.585,9.6775,17630
2023-02-07,9.6225,9.6975,9.6225,9.6975,19949
2023-02-08,9.8025,9.8025,9.41,9.41,13927
2023-02-09,9.2775,9.2775,9.215,9.215,12
2023-02-10,8.8,8.8,8.8,8.8,0
2023-02-13,8.945,8.945,8.945,8.945,0
2023-02-14,8.91,9,8.91,9,13405
2023-02-15,9.2,9.2,9.2,9.2,0
2023-02-16,8.6925,10.935,8.6925,10.935,63392
2023-02-17,11.2,11.385,11.2,11.385,35300
2023-02-20,11.47,11.47,11.155,11.155,15831
2023-02-21,11.135,11.135,10.4875,10.4875,45875
2023-02-22,10.3525,10.3525,10.145,10.145,10714
2023-02-23,10.745,10.745,10.03,10.03,4200
2023-02-24,10.135,10.135,9.905,9.905,12288
2023-02-27,9.945,9.9525,9.945,9.9525,2874
2023-02-28,9.9375,10.5075,9.9375,10.5075,36041
2023-03-01,10.69,10.69,10.4125,10.4125,80428
2023-03-02,10.2875,10.715,10.2875,10.715,26904
2023-03-03,10.85,10.85,10.43,10.43,19102
2023-03-06,10.545,10.545,9.9275,9.9275,28679
2023-03-07,9.9075,9.9075,9.7175,9.7175,39422
2023-03-08,9.64,9.6425,9.64,9.6425,7607
2023-03-09,9.7525,9.7525,9.3775,9.3775,19374
2023-03-10,9.3625,9.3625,8.9825,8.9825,26041
2023-03-13,9.12,9.12,8.335,8.335,33362
2023-03-14,8.325,8.5625,8.325,8.5625,23145
2023-03-15,8.1525,8.1525,8.0625,8.0625,62124
2023-03-16,7.9725,8.145,7.9725,8.145,37737
2023-03-17,8.3725,8.3725,7.9,7.9,39908
2023-03-20,7.74,7.74,7.5875,7.5875,16297
2023-03-21,7.8825,7.8825,7.805,7.805,45035
2023-03-22,7.8725,8.1525,7.8725,8.1525,106172
2023-03-23,7.9925,7.9925,7.9925,7.9925,0
2023-03-24,8.125,8.125,7.73,7.73,23613
2023-03-27,7.715,7.94,7.715,7.94,32
2023-03-28,7.8925,7.9725,7.8925,7.9725,1840
2023-03-29,8.005,8.015,8.005,8.015,4448
2023-03-30,8.0525,8.3775,8.0525,8.3775,34289
2023-03-31,8.42,8.445,8.42,8.445,118
2023-04-03,8.315,8.315,8.315,8.315,0
2023-04-04,8.05,8.2,8.05,8.2,400
2023-04-05,8.2,8.2,8.2,8.2,0
2023-04-06,8.2,8.2,8.2,8.2,0
2023-04-11,8.22,8.515,8.22,8.515,12291
2023-04-12,8.84,9.44,8.84,9.44,16171
2023-04-13,9.355,9.355,9.325,9.325,146
2023-04-14,9.6,9.6,9.45,9.45,3202
2023-04-17,9.49,9.68,9.49,9.68,35828
2023-04-18,9.49,9.49,9.46,9.46,1784
2023-04-19,9.355,9.355,9.355,9.355,8036
2023-04-20,9.2,9.43,9.2,9.43,38914
2023-04-21,9.29,9.29,9.27,9.27,336
2023-04-24,9.27,9.27,9.04,9.04,22178
2023-04-25,8.945,8.945,8.945,8.945,2860
2023-04-26,8.965,8.965,8.81,8.81,4432
2023-04-27,8.8,8.975,8.8,8.975,3196
2023-04-28,9.305,9.305,9.21,9.21,4
2023-05-02,9.21,9.375,9.21,9.375,2296
2023-05-03,9.155,9.155,8.955,8.955,6697
2023-05-04,8.945,8.945,8.945,8.945,1161
2023-05-05,9.06,9.06,9.06,9.06,0
2023-05-09,9.315,9.53,9.315,9.53,1948
2023-05-10,10.5,11.41,10.5,11.41,282137
2023-05-11,11.72,11.72,11.53,11.53,20094
2023-05-12,11.6,11.6,10.9,10.9,19102
2023-05-15,10.84,11.01,10.84,11.01,39557
2023-05-16,10.9,12.31,10.9,12.31,7522
2023-05-17,12.31,12.31,12.31,12.31,0
2023-05-18,12.31,12.31,12.31,12.31,0
2023-05-19,12.14,12.14,11.93,11.93,15223
2023-05-22,12.16,12.44,12.16,12.44,10323
2023-05-23,12.27,12.71,12.27,12.71,43727
2023-05-24,12.73,12.73,12.52,12.52,112657
2023-05-25,12.48,12.48,12.46,12.46,78405
2023-05-26,12.44,12.44,11.91,11.91,93886
2023-05-30,12.08,12.08,11.87,11.87,26777
2023-05-31,11.64,12.02,11.64,12.02,67549
2023-06-01,11.81,12.02,11.81,12.02,6672
2023-06-02,12.08,12.52,12.08,12.52,14246
2023-06-05,12.54,12.54,12.54,12.54,3706
2023-06-06,12.27,12.27,12.27,12.27,2515
2023-06-07,12.25,12.25,12.18,12.18,6320
2023-06-08,12.21,12.21,12.21,12.21,92123
2023-06-09,12.12,12.12,11.97,11.97,14837
2023-06-12,12.1,12.1,11.85,11.85,52064
2023-06-13,11.7,12,11.7,12,31374
2023-06-14,12.14,12.16,12.14,12.16,5459
2023-06-15,11.95,11.95,11.91,11.91,45914
2023-06-16,11.41,12,11.41,12,4418
2023-06-19,11.78,11.78,11.09,11.09,6539
2023-06-20,10.92,11.2,10.92,11.2,53178
2023-06-21,11.11,11.11,11.01,11.01,8961
2023-06-22,11.01,11.01,10.84,10.84,8686
2023-06-23,10.385,10.385,10.385,10.385,0
2023-06-26,10.21,10.21,10.21,10.21,0
2023-06-27,10.305,10.305,9.965,9.965,12287
2023-06-28,10.405,10.52,10.405,10.52,4948
2023-06-29,10.58,10.8,10.58,10.8,17474
2023-06-30,10.61,11.15,10.61,11.15,41286
2023-07-03,11.26,11.68,11.26,11.68,21473
2023-07-04,12.63,12.63,12.46,12.46,212232
2023-07-05,12.58,12.8,12.58,12.8,227694
2023-07-06,12.77,12.77,12.58,12.58,117499
2023-07-07,12.4,12.4,12.4,12.4,94283
2023-07-10,12.4,12.86,12.4,12.86,39643
2023-07-11,12.67,12.67,12.63,12.63,17283
2023-07-12,12.58,12.58,12.12,12.12,114908
2023-07-13,11.91,11.97,11.91,11.97,695114
2023-07-14,11.57,12,11.57,12,488527
2023-07-17,12,12.48,12,12.48,23155
2023-07-18,12.52,13.53,12.52,13.53,90249
2023-07-19,13.41,13.57,13.41,13.57,98518
2023-07-20,13.32,13.62,13.32,13.62,20986
2023-07-21,13.47,13.87,13.47,13.87,2962
2023-07-24,13.76,13.95,13.76,13.95,15284
2023-07-25,14.18,14.44,14.18,14.44,3267
2023-07-26,14.48,14.48,14.21,14.21,2968
2023-07-27,14.08,14.44,14.08,14.44,63890
2023-07-28,14.52,14.52,14.02,14.02,3368
2023-07-31,14.14,14.14,14.1,14.1,22154
2023-08-01,14.14,14.14,13.93,13.93,19678
2023-08-02,13.41,13.62,13.41,13.62,39511
2023-08-03,13.74,13.74,13.49,13.49,5208
2023-08-04,13.51,13.74,13.51,13.74,9078
2023-08-07,13.2,13.53,13.2,13.53,14548
2023-08-08,13.2,13.2,13.15,13.15,5289
2023-08-09,13.09,13.32,13.09,13.32,18749
2023-08-10,13.53,13.78,13.53,13.78,9509
2023-08-11,13.78,13.81,13.78,13.81,18838
2023-08-14,13.95,13.95,13.89,13.89,48038
2023-08-15,13.72,14.25,13.72,14.25,10873
2023-08-16,14.52,14.65,14.52,14.65,86962
2023-08-17,14.52,14.52,14.23,14.23,130543
2023-08-18,14.06,14.06,13.51,13.51,19308
2023-08-21,13.15,13.93,13.15,13.93,62744
2023-08-22,13.66,13.91,13.66,13.91,5593
2023-08-23,13.89,13.91,13.89,13.91,32665
2023-08-24,14,14,12.69,12.69,19978
2023-08-25,12.5,12.56,12.5,12.56,29405
2023-08-28,12.62,12.86,12.62,12.86,15749
2023-08-29,12.65,12.75,12.65,12.75,2630
2023-08-30,12.82,12.82,12.63,12.63,13673
2023-08-31,12.61,12.8,12.61,12.8,56247
2023-09-01,12.58,13.41,12.58,13.41,24294
2023-09-04,13.83,13.83,13.7,13.7,4650
2023-09-05,13.6,13.83,13.6,13.83,26149
2023-09-06,13.83,14.33,13.83,14.33,30057
2023-09-07,14.25,14.25,13.97,13.97,23491
2023-09-08,14.21,14.21,14.06,14.06,29727
2023-09-11,13.91,13.93,13.91,13.93,28111
2023-09-12,13.78,13.78,13.78,13.78,14207
2023-09-13,13.81,13.81,13.55,13.55,43778
2023-09-14,13.51,13.51,13.51,13.51,8916
2023-09-15,13.64,13.85,13.64,13.85,22614
2023-09-18,13.78,13.78,13.32,13.32,24722
2023-09-19,13.34,13.34,13.32,13.32,13416
2023-09-20,13.15,13.38,13.15,13.38,25461
2023-09-21,13.32,13.32,12.96,12.96,93079
2023-09-22,12.75,13.2,12.75,13.2,98141
2023-09-25,13.57,13.57,12.94,12.94,5037
2023-09-26,13.15,13.15,12.94,12.94,19999
2023-09-27,12.82,12.88,12.82,12.88,80986
2023-09-28,12.98,12.98,12.73,12.73,43212
2023-09-29,12.61,13.01,12.61,13.01,173615
2023-10-02,13.03,13.03,12.96,12.96,27160
2023-10-03,12.9,12.9,12.44,12.44,28791
2023-10-04,12.14,12.35,12.14,12.35,38401
2023-10-05,12.27,12.5,12.27,12.5,49385
2023-10-06,12.58,12.58,12.27,12.27,29429
2023-10-09,12.33,12.33,12.23,12.23,38941
2023-10-10,12.25,12.35,12.25,12.35,17938
2023-10-11,12.56,12.56,12.29,12.29,24541
2023-10-12,12.33,12.33,12.25,12.25,15754
2023-10-13,12.35,12.52,12.35,12.52,9086
2023-10-16,12.54,12.54,12.37,12.37,78647
2023-10-17,12.23,12.48,12.23,12.48,39522
2023-10-18,12.33,12.37,12.33,12.37,38724
2023-10-19,12.21,12.37,12.21,12.37,30918
2023-10-20,12.06,12.06,11.81,11.81,23481
2023-10-23,11.72,11.72,11.22,11.22,33019
2023-10-24,11.26,11.68,11.26,11.68,51242
2023-10-25,12.08,12.08,11.11,11.11,30693
2023-10-26,11.07,11.07,10.82,10.82,71254
2023-10-27,11.26,11.26,11.2,11.2,11210
2023-10-30,11.09,11.26,11.09,11.26,13367
2023-10-31,11.32,11.32,11.32,11.32,31778
2023-11-01,11.68,11.68,11.13,11.13,18474
2023-11-02,11.2,11.6,11.2,11.6,26878
2023-11-03,11.64,12.31,11.64,12.31,10649
2023-11-06,12.35,12.35,12.12,12.12,39757
2023-11-07,15.89,15.89,15.66,15.66,240951
2023-11-08,15.07,15.07,14.82,14.82,362079
2023-11-09,14.58,14.82,14.58,14.82,114980
2023-11-10,14.54,15.13,14.54,15.13,146075
2023-11-13,14.29,15.41,14.29,15.41,69087
2023-11-14,15.34,15.34,15.34,15.34,68717
2023-11-15,15.53,15.81,15.53,15.81,54821
2023-11-16,16.08,16.08,15.47,15.47,29599
2023-11-17,15.72,16.31,15.72,16.31,44543
2023-11-20,16.4,16.4,16.12,16.12,5479
2023-11-21,16.21,16.21,15.6,15.6,56389
2023-11-22,15.68,15.93,15.68,15.93,31801
2023-11-23,15.97,15.97,15.97,15.97,43857
2023-11-24,15.81,15.81,15.81,15.81,28905
2023-11-27,15.36,15.6,15.36,15.6,41517
2023-11-28,15.47,15.47,15.34,15.34,12295
